LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID281437 → ID283987,0,281437,283987,0.05228135310624758,1.1978263245565095,0.11432558014968433,0.22865116029936866,113.0,262.3628758083165,98.41433441223904,0.0,
ID274299 → ID274383,0,274299,274383,0.057072509863097094,0.43833700467906395,0.11944926733042055,0.2388985346608411,17.0,265.5140807881717,101.5289742604555,0.0,
ID284612 → ID285762,0,284612,285762,1.541584233307474,0.5047327715333265,0.3104013765783218,1.2416055063132871,134.0,262.81199694867223,96.42164266243906,0.0,
ID282510 → ID284681,0,282510,284681,0.046546329465272575,0.2924371207712695,0.10787299182982803,0.21574598365965605,105.0,263.98601098395443,96.0915664517683,0.0,
ID288663 → ID287522,0,288663,287522,0.14460869722147776,0.7326125857859662,0.19013725123018224,0.3802745024603645,145.0,265.6905285645361,95.5965216277122,0.0,
ID286798 → ID284799,0,286798,284799,0.2476831206879849,1.5510280243484877,0.24883886386976659,0.49767772773953317,109.0,263.9175577947824,95.76863815218425,0.0,
ID282071 → ID287838,0,282071,287838,0.005939195141347938,0.3214360556047227,0.038533086890839466,0.07706617378167893,117.0,263.778626655138,98.82311378482692,0.0,
ID279426 → ID280740,0,279426,280740,0.1302491927353654,1.315749469025582,0.18045026512543932,0.36090053025087865,95.0,262.7760461830554,97.66210030636921,0.0,
ID285762 → ID286285,0,285762,286285,2.5891222540366785,1.1343742181542087,0.8045374842163475,1.609074968432695,137.0,263.11421561392297,96.96880416838425,0.0,
ID281233 → ID281773,0,281233,281773,0.015016180663271966,0.6516675994151595,0.06127026330788853,0.12254052661577707,99.0,262.6886246924661,97.89080379383259,0.0,
ID286592 → ID288158,0,286592,288158,7.566218677366151E-4,0.45001932828800895,0.013753380200305441,0.027506760400610883,141.0,266.01287891713224,93.76472669318761,0.0,
ID274562 → ID277613,0,274562,277613,0.012394163843166217,1.4564584279303023,0.0556645395273468,0.1113290790546936,23.0,265.52002040555845,100.69697801400343,0.0,
ID283987 → ID282069,0,283987,282069,0.061197605381286393,1.5217666016135936,0.12369074882674774,0.24738149765349549,115.0,262.35687526681073,98.4280298900303,0.0,
ID279662 → ID279426,0,279662,279426,0.16239852484318001,0.8809906802957835,0.20149350165897412,0.40298700331794823,93.0,262.87390797135834,97.67319632845202,0.0,
ID281227 → ID281769,0,281227,281769,0.0040065283188082485,0.1865411823563647,0.031648571527038344,0.06329714305407669,99.0,264.1218244270619,96.03463940468998,0.0,
ID287565 → ID283851,0,287565,283851,0.010095508680178975,1.5273415961119134,0.050238204287621026,0.10047640857524205,121.0,265.42727101312016,95.98281150486227,0.0,
ID283968 → ID288275,0,283968,288275,0.0626228670540861,0.1081680475608776,0.1251228067281162,0.2502456134562324,123.0,262.2948508001966,98.43406146496366,0.0,
ID279013 → ID279609,0,279013,279609,0.09515936586009449,1.0551476347314792,0.15423955869044628,0.30847911738089256,75.0,263.38133283001514,98.25077368834744,0.0,
ID278675 → ID279206,0,278675,279206,0.042197186459538176,0.29067788299690894,0.1027097688386287,0.2054195376772574,83.0,263.6281189033766,97.777846788912,0.0,
ID287522 → ID287679,0,287522,287679,0.4707675209590658,1.5240724315749137,0.34306250194354737,0.6861250038870947,147.0,265.69920926211216,95.75105309578976,0.0,
ID283447 → ID283377,0,283447,283377,0.061642827603198995,0.22095449999647154,0.12413986829701307,0.24827973659402613,129.0,262.282484080279,99.09771836546747,0.0,
ID274948 → ID274251,0,274948,274251,0.11024755070536607,0.0667958641308331,0.16601773301771566,0.3320354660354313,9.0,265.7845366855138,102.58222194826439,0.0,
ID280737 → ID281228,0,280737,281228,0.0044567790782793874,0.3347006304946756,0.03337955616196607,0.06675911232393214,97.0,265.6220233509027,96.32069988211406,0.0,
ID288651 → ID287502,0,288651,287502,0.2057378460572111,0.9220713600552364,0.22679166985209748,0.45358333970419495,145.0,264.0637676113047,94.91983438725822,0.0,
ID287738 → ID287565,0,287738,287565,0.1983780531772001,0.18644466781700778,0.22269825615460043,0.44539651230920085,119.0,265.4214555285858,96.15541828909925,0.0,
ID285671 → ID286119,0,285671,286119,9.289695338672212,1.556452934419967,1.5239500761731184,3.047900152346237,137.0,265.7526723642181,95.29380320888933,0.0,
ID286874 → ID288314,0,286874,288314,2.592023317311299,1.4999995618078459,0.8049880926621367,1.6099761853242733,141.0,263.03987168070034,96.74458363405756,0.0,
ID280506 → ID279662,0,280506,279662,0.5232749195482914,1.308594247030433,0.36168871960163873,0.7233774392032775,91.0,263.2530037621051,97.67599904871713,0.0,
ID282532 → ID284845,0,282532,284845,0.05486425227084714,0.2522304709846522,0.11711559703007872,0.23423119406015744,105.0,262.5401514305613,98.05579169013649,0.0,
