LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(micron/min),(micron),(min),(micron),(micron),(micron),
ID37984 → ID38001,58,37984,38001,0.04335944454894471,0.5853243296514153,0.10411465380644637,0.20822930761289274,129.0,195.74518409331313,237.85916998462244,0.0,
ID39369 → ID36007,58,39369,36007,1.2867367611814202,0.9196028399274654,0.5671720993625788,1.1343441987251577,89.0,196.50131826615495,239.05877924087645,0.0,
ID40552 → ID38549,58,40552,38549,0.014370115487517479,0.016106068265563527,0.0599377082634911,0.1198754165269822,135.0,196.05009327301423,237.28886306740264,0.0,
ID32440 → ID32090,58,32440,32090,0.08756651498269469,0.16900133810635962,0.1479581993188403,0.2959163986376806,61.0,196.724854357857,239.98750172273202,0.0,
ID33358 → ID33321,58,33358,33321,0.02217683446024449,0.13801776264585694,0.07445944275282433,0.14891888550564866,73.0,196.70060883416903,239.36030646087409,0.0,
ID37158 → ID40085,58,37158,40085,0.0018097915624809187,0.9421880799026136,0.021270822518657563,0.042541645037315126,113.0,196.77178426359347,236.7140632210856,0.0,
ID30904 → ID30658,58,30904,30658,0.19757680969008454,0.15466720512859272,0.22224806505911618,0.44449613011823236,9.0,197.40579545499943,245.34126575559088,0.0,
ID39004 → ID34600,58,39004,34600,0.09892608826744491,0.0276670840511008,0.15726258953375155,0.3145251790675031,95.0,196.2357131931297,239.1269633389718,0.0,
ID39630 → ID39662,58,39630,39662,0.023536029609463837,1.1089340097558338,0.07670728389381258,0.15341456778762516,101.0,196.9193236444985,236.6501909711381,0.0,
ID30737 → ID32618,58,30737,32618,0.027346254993236917,0.0718632337882905,0.08268351557782984,0.16536703115565968,23.0,197.19464859067546,243.4080368949997,0.0,
ID39818 → ID39854,58,39818,39854,0.03428602133843701,1.3616819285033648,0.0925824245448846,0.1851648490897692,109.0,195.99901603413633,238.5651232763377,0.0,
ID33509 → ID33727,58,33509,33727,0.27767595610403717,0.6406277063312249,0.26347483565989616,0.5269496713197923,67.0,196.69020690982052,239.56023742868612,0.0,
ID36894 → ID39630,58,36894,39630,0.0011066523689151843,1.5502631239379767,0.016633192484571208,0.033266384969142415,99.0,196.8874214345854,236.71022909063154,0.0,
ID38549 → ID40904,58,38549,40904,1.4858865926885365,0.4219598862758729,0.2031615799669848,1.2189694798019088,139.0,195.99879662106287,237.84791631877135,0.0,
ID40098 → ID40135,58,40098,40135,0.015266193749238977,0.004126928261968916,0.06177821976481472,0.12355643952962944,115.0,195.8768260032357,238.4023030879829,0.0,
ID37788 → ID38974,58,37788,38974,0.01801375588382249,0.46257824484586496,0.06710766700575742,0.13421533401151484,93.0,196.9394879481623,236.89707865048572,0.0,
ID38974 → ID34586,58,38974,34586,0.010014434561367528,0.3737334609137778,0.05003607339052378,0.10007214678104756,95.0,196.93652959076314,236.78788336091088,0.0,
ID39369 → ID35975,58,39369,35975,2.383925917001486,0.5280698981337795,0.7719983673884107,1.5439967347768213,89.0,196.77009042018489,237.7569642016636,0.0,
ID33321 → ID34222,58,33321,34222,0.010582341675814462,0.2307260749268681,0.0514352546309787,0.1028705092619574,75.0,196.69821099981615,239.23765828412562,0.0,
ID30651 → ID30904,58,30651,30904,0.11975256250601532,NaN,0.17302641597890142,0.34605283195780284,7.0,197.4445259932893,245.72997059966215,0.0,
ID34222 → ID34017,58,34222,34017,0.018580598035928545,0.024919442701768622,0.06815533367963314,0.13631066735926628,77.0,196.7249668933407,239.12113650419496,0.0,
ID31987 → ID30838,58,31987,30838,0.11292543359416239,0.05590335384523869,0.16802189856843244,0.3360437971368649,17.0,197.38139537812384,244.11793505093215,0.0,
ID36856 → ID36027,58,36856,36027,0.00496911405564879,0.20090791959306903,0.03524597159835713,0.07049194319671426,105.0,196.78545680997263,236.64407889556628,0.0,
ID37194 → ID37331,58,37194,37331,0.26010792153738205,0.27032645613098527,0.25500388307699456,0.5100077661539891,119.0,196.7248995509275,236.39547859108268,0.0,
ID34073 → ID34204,58,34073,34204,0.017002626827113204,0.32685020506329815,0.06519706056854328,0.13039412113708657,81.0,196.81811145046032,238.8914167851225,0.0,
ID32090 → ID33297,58,32090,33297,0.015636129712725728,0.9878555071873976,0.06252225546300638,0.12504451092601276,63.0,196.76942133776097,239.85894818130606,0.0,
ID32990 → ID32988,58,32990,32988,0.012221696487880719,0.36052025568430524,0.0552758909649603,0.1105517819299206,45.0,196.80092847954614,241.09453403196932,0.0,
